710	262
709	168
708	207
707	260
706	269
705	291
704	165
703	144
702	260
701	259
700	233
699	252
698	204
697	215
696	234
695	260
694	188
693	300
692	243
691	253
690	241
689	275
688	236
687	241
686	267
685	250
684	275
683	275
682	289
681	261
680	261
679	296
678	278
677	272
676	290
675	268
674	311
673	267
672	308
671	340
670	253
669	263
668	266
667	295
666	299
665	229
664	306
663	399
662	259
661	257
660	268
659	284
658	292
657	311
656	251
655	304
654	367
653	291
652	244
651	386
650	237
649	340
648	323
647	318
646	301
645	351
644	283
643	243
642	363
641	229
640	406
639	248
638	326
637	332
636	384
635	340
634	252
633	358
632	355
631	351
630	343
629	265
628	364
627	343
626	369
625	333
624	357
623	378
622	363
621	333
620	330
619	377
618	313
617	411
616	269
615	451
614	400
613	270
612	361
611	351
610	439
609	432
608	201
607	395
606	459
605	382
604	325
603	363
602	354
601	488
600	390
599	362
598	344
597	364
596	410
595	537
594	442
593	249
592	383
591	507
590	647
589	284
588	251
587	418
586	673
585	660
584	297
583	497
582	360
581	547
580	856
579	808
578	198
577	39
576	637
575	1781
574	202
570	2524
567	221
566	1711
565	510
564	31
563	388
562	554
561	1025
560	421
559	525
558	370
557	552
556	609
555	785
554	313
553	335
552	660
551	1044
550	389
549	368
548	572
547	1035
546	371
545	421
544	601
543	877
542	377
541	429
540	845
539	684
538	445
537	571
536	800
535	603
534	540
533	649
532	671
531	539
530	542
529	606
528	552
527	629
526	451
525	591
524	590
523	458
522	581
521	545
520	571
519	669
518	486
517	591
516	592
515	630
514	513
513	666
512	546
511	629
510	522
509	532
508	616
507	739
506	538
505	636
504	694
503	581
502	676
501	635
500	636
499	639
498	602
497	615
496	693
495	628
494	593
493	740
492	703
491	621
490	776
489	471
488	698
487	724
486	737
485	653
484	657
483	763
482	622
481	783
480	697
479	688
478	696
477	688
476	888
475	479
474	799
473	757
472	750
471	818
470	750
469	625
468	828
467	759
466	668
465	688
464	852
463	798
462	742
461	792
460	739
459	797
458	757
457	550
456	1083
455	694
454	867
453	846
452	741
451	910
450	768
449	920
448	879
447	814
446	961
445	943
444	752
443	871
442	977
441	980
440	861
439	873
438	853
437	905
436	1053
435	955
434	900
433	945
432	1007
431	1290
430	827
429	828
428	1282
427	1049
426	1003
425	1095
424	1178
423	1091
422	1199
421	1216
420	1236
419	1232
418	1263
417	1134
416	1239
415	1195
414	1321
413	1176
412	1150
411	1563
410	1151
409	1406
408	1287
407	1348
406	1413
405	1257
404	1336
403	1403
402	1363
401	1316
400	1204
399	1346
398	1402
397	1312
396	1435
395	1588
394	1417
393	1462
392	1469
391	1527
390	1499
389	1829
388	1960
387	1390
386	1307
385	1487
384	1627
383	1794
382	1549
381	1538
380	1669
379	1631
378	1582
377	1608
376	1731
375	1624
374	1584
373	1742
372	1588
371	1669
370	1809
369	1729
368	1883
367	1989
366	1719
365	1957
364	1993
363	2031
362	2082
361	2091
360	2200
359	1999
358	2264
357	2253
356	1838
355	2769
354	1949
353	2465
352	2166
351	2374
350	2524
349	2903
348	24550
347	3469
346	3251
345	2652
344	2514
343	2214
342	2386
341	2271
340	2063
339	2218
338	2017
337	2107
336	2120
335	2031
334	2206
333	2016
332	2167
331	1979
330	2061
329	2121
328	2136
327	2101
326	2108
325	2162
324	2328
323	2163
322	2151
321	2183
320	2107
319	2285
318	1571
317	2604
316	1955
315	2325
314	2184
313	2489
312	2617
311	2634
310	2931
309	3139
308	3290
307	3350
306	3737
305	3949
304	4723
303	5553
302	7032
301	10962
300	40475
299	11010
298	6032
297	4158
296	3189
295	2351
294	1888
293	1537
292	1253
291	1039
290	867
289	772
288	700
287	580
286	486
285	342
284	268
283	229
282	200
281	196
280	157
279	130
278	130
277	128
276	138
275	123
274	123
273	134
272	102
271	115
270	85
269	94
268	45
267	33
266	25
265	29
264	26
263	18
262	14
261	15
260	11
259	10
258	7
257	4
256	7
255	4
254	3
253	6
252	5
251	2
250	1
249	2
246	3
244	2
243	1
203	2
200	2
199	3
198	6
197	19
196	13
195	22
194	18
193	19
192	38
191	32
190	57
189	45
188	61
187	76
186	93
185	104
184	106
183	103
182	110
181	138
180	73
179	165
178	106
177	151
176	147
175	130
174	139
173	131
172	137
171	137
170	150
169	123
168	160
167	111
166	172
165	89
164	113
163	154
162	123
161	87
160	109
159	129
158	110
157	93
156	77
155	131
154	72
153	95
152	121
151	87
150	104
149	119
148	82
147	65
146	97
145	77
144	93
143	81
142	101
141	65
140	97
139	52
138	89
137	84
136	79
135	99
134	66
133	81
132	49
131	77
130	49
129	94
128	62
127	72
126	43
125	75
124	64
123	53
122	59
121	60
120	39
119	48
118	72
117	56
116	56
115	51
114	60
113	69
112	70
111	39
110	38
109	23
108	49
107	69
106	66
105	36
104	31
103	21
102	27
101	45
100	90
99	66
98	32
97	22
96	36
95	16
94	47
93	26
92	86
91	39
90	21
89	18
88	25
87	28
86	32
85	54
84	74
83	66
82	28
81	12
80	1
79	15
78	8
77	10
76	20
75	33
74	87
73	138
72	33
71	15
70	2
69	5
68	7
67	11
66	8
65	6
64	7
63	11
62	32
61	117
60	74
55	10
54	17
53	15
52	17
51	9
50	10
49	12
48	5
47	7
46	9
45	55
44	244
0	486272
